공원,영문명,국가,대륙,언어,섹터,보도일,제목,요약,매체,링크
에그몬트 국립공원,Egmont National Park,뉴질랜드,오세아니아,영어,기타,2017-08-18,Catching a wave in Egmont National Park,,NZ Herald,https://news.google.com/rss/articles/CBMiuwFBVV95cUxOQWpVRTJsSzUydU5RdDFlLTZWOVhkanF5cER4dUFpaFJ4MlZMVWFJTG5mTUYtNHF3RTZSdHBoOWdaODBHMDJNZFp2d3JuUkxpbTFRTE4tX1BXbjhlWFhoNUVVWHVGMC1sck9ISlNwRFozUnlPeG5aWjFqdGpSSDhKRGFMeUN3QTZ2LXNrckRjVkFBNE9VV2IyaEJnS3dOelJxX1pNRzg2SVBYRXpxa3lBSllmdjh2eDZEdWJF?oc=5
비룽가 국립공원,Virunga National Park,콩고 민주 공화국,아프리카,한국어,탐방시설,2017-08-17,새마을 운동을 벤치마킹한 르완다를 화폐로 탐색한다,르완다의 관광지 중에 비룽가 산맥(Virunga Mountains)을 둘러싸고 있는 화산국립공원도 유명하다. 화산국립공원에 오는 관광객들이 오직 화산만을 보기위해 이곳을 찾는 것은 아니다. 5000 프랑 앞면에서도 볼 수 있는...,snacker.hankyung.com,http://snacker.hankyung.com/life/71191
치트완 국립공원,Chitwan National Park,네팔,아시아,한국어,구조활동,2017-08-17,[비디오머그] '영웅의 탄생' 네팔 홍수로 고립된 600명의 관광객 구한 코...,네팔의 수도인 카트만두에서 남쪽으로 80km 거리에 있고 치트완 국립 공원의 외곽에 있는 사우라하 지역의 랍티강이 범람하면서 호텔과 레스토랑이 잠기고 600여 명의 관광객의 발이 묶였습니다. 네팔의 일부...,news.sbs.co.kr,http://news.sbs.co.kr/news/endPage.do?news_id=N1004349632&plink=ORI&cooper=NAVER
킬리만자로 국립공원,Kilimanjaro National Park,탄자니아,아프리카,영어,기타,2017-08-16,"Tips for Climbing Mount Kilimanjaro, Africa's Highest Peak",,National Geographic,https://news.google.com/rss/articles/CBMijgFBVV95cUxQYk9JYkFaY3RwMHVURk4yZU01VGRhUHNLSlB6UHo1dlE3cE5rUkJCcGNDQWlOSDdkYl9ja1luVWFzWGVGbTRMRWthVERud2tmeW9PSThfdHhJRm5LeVNvVUptYkg4SmVVeU5DbUlWd29pTmVxZkQtb1VzazBFVnREa1B5dU1wZF9IdFhrNmVB?oc=5
치트완 국립공원,Chitwan National Park,네팔,아시아,한국어,구조활동,2017-08-15,8월 15일 오늘의 안전 상황,"06:00~18:00), CBS(10회), DITS(7회) (지자체) 비상근무(7개 시․도 3,202명, 국립공원 459명), 인명피해... 13일(현지시간) 네팔 남부 치트완 지역 집중호우로 사망 64명, 실종 53명, 지역주민․관광객 5천여명 대피...",fpn119.co.kr,http://fpn119.co.kr/sub_read.html?uid=81854&section=sc72
치트완 국립공원,Chitwan National Park,네팔,아시아,한국어,구조활동,2017-08-15,"네팔 홍수로 70명 사망, 50명 실종",또 6만 가구가 물에 잠겼다고 밝혔습니다.남부 치트완 국립공원과 인접한 사우라하 마을에서는 침수된 호텔 투숙객 수 백명을 구조하기 위해 코끼리가 동원됐습니다.네팔 기상당국은 앞으로 며칠 더 비가 내릴 것으로...,voakorea.com,https://www.voakorea.com/a/3985160.html
시미엔 산 국립 공원,Simien Mountains National Park,에티오피아,아프리카,영어,기타,2017-08-15,Trekking the Simien Mountains: Inside Ethiopia’s dying World Heritage Site,,The Independent,https://news.google.com/rss/articles/CBMi7gFBVV95cUxPeHVraHhKaUZ1Zm9jQ0pxMVdvWmd6NW92Y01FbGlEM1VqTkc1MXVBR3RMQ0NUMFA0dDVCQWY5Z045UERWcm5yOXE2VTVZbGlPYUQyQ1F1a3NQWVVacElOOEJNT1E0NWZwWDRweWs2S3k0UENFZDhlM2VPaFIzamxiYXdzUlg2SkZONDVVNU5acHhIV0Ytcy01STFJSzBfZWgwR1FBSUE2bS1iOVEtbjdlMlg2SlBMWXl2VURseHh3VUo5cTFyZWhsYWpXeDh4dU01WXRQVkNDSjJpTERfZmdfQVJibUFYSTVlRXlqWGVn?oc=5
치트완 국립공원,Chitwan National Park,네팔,아시아,한국어,구조활동,2017-08-14,외교부 “네팔 홍수로 고립된 韓여행객 4명 안전지역 대피”,외교부 당국자는 이날 “11일(현지시간) 이후 현재까지 네팔 남부 지역에 내린 집중호우로 수도 카트만두로부터 약 158km 거리인 치트완 국립공원 인근 호텔에 투숙중이던 우리 국민 일가족 4명이 고립되는 사건이...,sedaily.com,http://www.sedaily.com/NewsView/1OJQWWZOYX
요호 국립공원,Yoho National Park,캐나다,북아메리카,한국어,탐방시설,2017-08-13,"한인 관광사들 ""노동절 대목 잡아라""","8월31일 출발하는 캐나다 록키 4박5일 상품(1,299달러)는 요호, 글레시어, 레블스톡 국립공원이 추가로 포함되어 캐나다 록키산맥에 위치한 대표적인 국립공원을 모두 즐길 수 있다. 1일 출발하는 칸쿤/멕시코시티 4박5일...",koreatimes.com,http://www.koreatimes.com/article/1070546
치트완 국립공원,Chitwan National Park,네팔,아시아,한국어,구조활동,2017-08-13,"""네팔 한국 여행객 홍수로 한때 고립…안전지역 대피""",외교부 당국자는 “11일(현지시간) 이후 현재까지 네팔 남부 지역에 내린 집중호우로 수도 카트만두로부터 약 158km 거리인 치트완 국립공원(♣G지도♣M) 인근 호텔에 투숙중이던 우리 국민 일가족 4명이 고립되는 사건이...,segye.com,http://www.segye.com/content/html/2017/08/13/20170813001644.html?OutUrl=naver
치트완 국립공원,Chitwan National Park,네팔,아시아,한국어,구조활동,2017-08-13,"네팔 홍수로 고립된 韓여행객 ""코끼리로 구조""",외교부에 따르면 11일(현지시간) 이후 현재까지 네팔 남부 지역에 내린 집중호우로 수도 카트만두로부터 약 158km 거리인 치트완 국립공원 인근 호텔에 투숙중이던 우리 국민 일가족 4명이 고립되는 사건이 발생했다....,asiae.co.kr,http://www.asiae.co.kr/news/view.htm?idxno=2017081318353659800
치트완 국립공원,Chitwan National Park,네팔,아시아,한국어,구조활동,2017-08-13,"외교부 ""네팔 홍수 고립된 우리 국민 4명, 안전지역으로 대피""","외교부는 13일 ""네팔에서 11일(현지시간) 이후 현재까지 네팔 남부지역에 내린 집중호우로 인해 치트완 국립공원(수도 카트만두로부터 약 158km) 인근 호텔에 투숙중이던 우리국민 일가족 4명이 고립되는 사건이 발생했다...",mt.co.kr,http://www.mt.co.kr/view/mtview.php?type=1&no=2017081317367639233&outlink=1
치트완 국립공원,Chitwan National Park,네팔,아시아,한국어,구조활동,2017-08-13,"외교부 ""네팔 韓여행객 홍수로 일시 고립…안전지역 대피""","외교부 당국자는 ""11일 이후 현재까지 네팔 남부 지역에 내린 집중호우로 수도 카트만두로부터 약 158km 거리인 치트완 국립공원 인근 호텔에 투숙중이던 우리 국민 일가족 4명이 고립되는 사건이 발생했다""면서...",news.bbsi.co.kr,http://news.bbsi.co.kr/news/articleView.html?idxno=837452
치트완 국립공원,Chitwan National Park,네팔,아시아,한국어,구조활동,2017-08-13,"외교부 ""네팔 韓여행객 4명 안전지역 대피""","외교부 당국자는 ""11일(현지시간)부터 네팔 남부지역에 내린 집중호우로 수도 카트만두로부터 약 158km 떨어진 치트완 국립공원 인근 호텔에 투숙하던 우리 국민 일가족 네 명이 고립되는 사건이 발생했다""고 했다....",asiae.co.kr,http://www.asiae.co.kr/news/view.htm?idxno=2017081317521888432
치트완 국립공원,Chitwan National Park,네팔,아시아,한국어,구조활동,2017-08-13,"외교부 ""네팔서 홍수로 고립된 일가족, 안전지역으로 대피""","이 당국자는 이날 ""네팔 현지시간 11일 이후 현재까지 네팔 남부지역에 내린 집중호우로 인해 치트완 국립공원 인근 호텔에 투숙중이던 우리 국민 일가족 4명이 고립되는 사건이 발생했다""며 이같이 밝혔다. 이...",news1.kr,http://news1.kr/articles/?3073482
치트완 국립공원,Chitwan National Park,네팔,아시아,한국어,구조활동,2017-08-13,네팔 폭우로 호텔 고립된 한국인 코끼리로 구조,"2017.05.10.scchoo@newsis.com = 네팔 치트완 국립공원 인근 호텔에 투숙 중 집중호우로 고립됐던 한국인 일가족 4명이 코끼리의 도움으로 구조된 것으로 13일 알려졌다. 외교부 당국자는 이날 ""지난 11일(이하 현지시간)...",newsis.com,http://www.newsis.com/view/?id=NISX20170813_0000066801&cID=10301&pID=10300
九寨沟风景名胜区,Jiuzhai Valley National Park,중화인민공화국,아시아,영어,기타,2017-08-12,Before-and-after photos reveal current status of Jiuzhai Valley after 7.0m quake,,Global Times,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9iYUVxdHM5YVdGaklWZTgyTFdlMlhSUGRBTy1ZN3VTQ0ZEa1pnMG5wUXd4R09tamxvNGtzZ1VRQ01qcXV3LWEyUHBXTmVVd3QtOHc0R3A5aGxJUQ?oc=5
이구아수 국립공원,Iguaçu National Park,브라질,남아메리카,한국어,행정,2017-08-09,세계 3대 폭포는 어디?…‘나이아가라 폭포-이구아수 폭포-빅토리아 폭...,"특히 이구아수 폭포는 악마의 목구멍이라는 별명으로도 불린다. 세 번째로 빅토리아 폭포는 잠비아와 짐바브웨의 국경에 걸쳐있는데, 양 국가는 폭포 근처를 각각 국립공원으로 지정해 특별 관리를 하고 있다....",topstarnews.net,http://www.topstarnews.net/detail.php?number=293570
그로스 몬 국립공원,Gros Morne National Park,캐나다,북아메리카,영어,기타,2017-08-09,5 Reasons Newfoundland's Gros Morne National Park Should Top Your Bucket List,,HuffPost,https://news.google.com/rss/articles/CBMiswFBVV95cUxOZHVBXzlLWVQ4S2JqbXpxVlB4b0h4d3VJaDhpZ1VObENPdGt5OWRMbjhFNjVCeWloR0tHWGstWWRDdzdsOVJkUGRwck85Q1BuMkpXdGRpTDE3ZlIzMmIwNjBPVmJfblhiUHpicDJMRF8wSEZXd2hrVXN6Ql9DeXlKbnJlQXcyYU9QS19CQUk5NXdjc2pkNmYwdE82N0FpTUpZaF9Gb1JKLTVOZGg4OFAyT3RDNNIBuAFBVV95cUxQQ09qTnFsSDVBQnRhdmJtdmc4LVVib3ZnUm1aM0p2T3pwZ2FpcW1hRVc2WFVlSktJaG9NTjVRTXg0QTFfZ0NnS1ExZDZWNjVZcEpyWlRNOWpQWmxXTFZyOC0yaVh6TmFHc1d2bHNXdlpiRVpTN01zQ2V1MWdaaHJmNVpYN0F1eUpnaVduVnRXY2hEdzg0dHIwOHF3ZmxlZXBFNW84QUw2RFlQVXhoM081WXBEcjZacl85?oc=5
이구아수 국립공원,Iguaçu National Park,브라질,남아메리카,한국어,자원보전,2017-08-07,[여행 버킷리스트] 잊지못할 경이로운 대자연…반 고흐의 발자취를 따라...,브라질의 이구아수 폭포 등 핵심 명소를 둘러보지 않고는 남미 여행을 했다고 감히 말을 꺼낼 수 없다.... 1981년 유네스코 자연유산으로 지정된 페리토모레노 국립공원의 빙하는 남극과 그린란드에 이어 세계에서 세...,news.mk.co.kr,http://news.mk.co.kr/newsRead.php?year=2017&no=527283
이과수 국립공원,Iguazú National Park,아르헨티나,남아메리카,한국어,탐방시설,2017-08-04,남미의 소박한 항구 도시 '발파라이소',"아르헨티나와 브라질은 각각 1984년과 1987년에 이구아수 폭포를 세계자연유산으로 등재했으며, 두 나라 모두 이과수 국립공원으로 지정해 보호하고 있다. 이구아수 폭포를 관광한 후 폭포 아래서 보트를 타며 즐기는...",nocutnews.co.kr,http://www.nocutnews.co.kr/news/4826518
아루샤 국립공원,Arusha National Park,탄자니아,아프리카,한국어,기타,2017-08-04,[여기는 탄자니아]③ 그들이 아프리카로 향한 까닭은? 바로 '꿈' 때문에,김효영 킴앤디조익스페디션 대표 킴앤디조익스페디션은 탄자니아 아루샤에 소재한 사파리&트래킹 전문... 코이카는 2015년부터 올해까지 세렝게티 국립공원 현대화 사업을 추진하고 있다. 이 프로젝트를 수행하면서...,biz.chosun.com,http://biz.chosun.com/site/data/html_dir/2017/08/04/2017080401905.html
아루샤 국립공원,Arusha National Park,탄자니아,아프리카,한국어,행정,2017-08-04,[여기는 탄자니아]① 아프리카의 대자연과 역사와 마주하다,아루샤에서 북서쪽으로 180km 지점에 위치한 응고롱고로 국립공원 입구까지 사파리밴을 타고 3시간이 걸렸다. 응고롱고로 국립공원 홍보관엔 일장기가 많이 보인다. 이 홍보관은 일본 정부가 공적개발원조(ODA) 사업으로...,biz.chosun.com,http://biz.chosun.com/site/data/html_dir/2017/08/04/2017080401038.html
얄라 국립공원,Yala National Park,스리랑카,아시아,영어,기타,2017-08-04,Sri-Lanka safari at Yala National Park: Luxury leopard spotting,,SMH.com.au,https://news.google.com/rss/articles/CBMirgFBVV95cUxQcVJIMnVvczNCMXRmZ3R3dG1LRTdQUzJMdWM3STB2VjNFRzlDM1NYNk5DWWZRX3p6czJOUHVrU3F1TjJVZjhhYldvdmZGUUZaNDQ2OUJibUc5aUdXSVNvUXlCT19QSVlaZWZGRW1aREFjbU1INDhuZlgtcXNSaDA5b29SRkxJOXRMX1AzbElyeE5vRVhYTHFTY3picl9NQmN4eVZLNnNjQ21rcG5Wamc?oc=5
아루샤 국립공원,Arusha National Park,탄자니아,아프리카,한국어,기타,2017-08-03,2017 하계 SNU 공헌유랑단 탄자니아로 출발,"유랑단의 활동이 진행되는 아루샤 지역은 세렝게티 국립공원과 킬리만자로 트래킹을 위한 관문으로 알려져 있다. 그러나 아루샤는 지하수에 포함된 불소 수치가 타 지역에 비해 월등히 높은 곳으로, 지역 주민들은...",dailian.co.kr,http://www.dailian.co.kr/news/view/651542/?sc=naver
아루샤 국립공원,Arusha National Park,탄자니아,아프리카,한국어,기타,2017-08-03,"서울대 글로벌사회공헌단, 아프리카 탄자니아서 봉사활동","유랑단 활동이 진행되는 아루샤 지역은 세렝게티 국립공원과 킬리만자로 트래킹을 위한 관문으로 알려져 있다. 그러나 아루샤는 지하수에 포함된 불소 수치가 타 지역에 비해 월등히 높은 곳으로, 지역 주민들은...",fnnews.com,http://www.fnnews.com/news/201708031617414065
아루샤 국립공원,Arusha National Park,탄자니아,아프리카,한국어,기타,2017-08-03,"서울대, '하계 SNU 공헌유랑단' 탄자니아 해외봉사","유랑단이 파견되는 탄자니아의 아루샤 지역은 세렝게티 국립공원과 킬리만자로 트래킹을 위한 관문으로 알려져 있다. 아루샤는 지하수에 포함된 불소 수치가 타 지역에 비해 월등히 높은 곳으로, 지역 주민들은 다량의...",veritas-a.com,http://www.veritas-a.com/news/articleView.html?idxno=91766
아루샤 국립공원,Arusha National Park,탄자니아,아프리카,한국어,기타,2017-08-03,서울대. 2017 하계 SNU 공헌유랑단 탄자니아로 봉사활동,"유랑단의 활동이 진행되는 아루샤 지역은 세렝게티 국립공원과 킬리만자로 트래킹을 위한 관문으로 알려져 있다. 그러나 아루샤는 지하수에 포함된 불소 수치가 타 지역에 비해 월등히 높은 곳으로, 지역 주민들은...",biztribune.co.kr,http://biztribune.co.kr/n_news/news/view.php?no=22745
바트나이외쿠틀 국립공원,Vatnajökull National Park,아이슬란드,유럽,영어,탐방시설,2017-08-02,Vatnajökull National Park to introduce parking fees,,Icelandmag,https://news.google.com/rss/articles/CBMihAFBVV95cUxNWlQ2MnJfek1pSldoQlBWZzdXOVpNdmppeFJ0YTlGaGt4MFZ2OFhDM25FRzVMbDkyMUdtY0k1SEhYZUdiUVRtOTdueXFVZ2FKT2xYT096RnhBeHF4OVdVV3JDU1pnbWh0azNWc050Z2g0cmtkaXdqOVRlRllRaS1fZ0h4Qzc?oc=5
토레스델파이네 국립공원,Torres del Paine National Park,칠레,남아메리카,영어,기타,2017-08-01,Torres del Paine’s Unridden Singletrack,,Outside Magazine,https://news.google.com/rss/articles/CBMigwFBVV95cUxPbjE3enVuZ0hQSFNLUVFHR2ZRWXVtSEh1Q0lVanRTTGlhbHlPc1dKQzFZdENGWl90TDFldE9TN3Fua0JHQUxxOUhSSWdOQmJfQm8tWExDLVdOWXNlbHB4Rl9YVXdwZENvZmZPSkRydmpUbGhxWFU3aWdMN1JSUF9jTnRoNA?oc=5
아치스 국립공원,Arches National Park,미국,북아메리카,한국어,기타,2017-07-31,아치스 국립공원... 기묘한 신의 작품들!,샌프란시스코에서 동쪽으로 네바다주를 가로 질러 이틀을 달려서 유타주에 있는 아치스 국립공원에 도착 할 수 있었다. 아치스 국립공원은 유타주를 상징할 정도로 유명한 델리케이트 아치가있으며 서울시 절반정도의...,sisafocus.co.kr,http://www.sisafocus.co.kr/news/articleView.html?idxno=164335
그랜드티턴 국립공원,Grand Teton National Park,미국,북아메리카,한국어,탐방시설,2017-07-28,[김현주의 나홀로 세계여행 - 옐로스톤] 30년전 에어컨 없이 본 그때도...,"아, 그랜트티턴곧 그랜드티턴(Grand Teton) 국립공원 지역이다. 입장료는 당연히 여행 초기 자이언 캐니언에서 구입한 ‘America the Beautiful’ 패스로 만사형통이다. 미국 국립공원은 보통 한 곳 입장료가 30달러이니...",weekly.cnbnews.com,http://weekly.cnbnews.com/news/article.html?no=122811
비룽가 국립공원,Virunga National Park,콩고 민주 공화국,아프리카,한국어,자원보전,2017-07-28,[슈퍼리치] 마윈이 아프리카로 향한 까닭은…‘새 대륙 꽉 잡겠다?’,"이를 위해 케냐의 마사이마라 국립공원, 콩고의 비룽가 국립공원 등 멸종위기 동물이 사는 주요 지역 보호에 나선다. 이 재단은 코끼리 상아나 코뿔소의 뿔 판매를 위해 동물을 사냥하는 것을 제한하는 법...",biz.heraldcorp.com,http://biz.heraldcorp.com/view.php?ud=20170728000461
이과수 국립공원,Iguazú National Park,아르헨티나,남아메리카,한국어,탐방시설,2017-07-27,생소하지만 경이로운 남미의 매력에 빠져볼까,"아르헨티나와 브라질은 각각 1984년과 1987년에 이구아수 폭포를 세계자연유산으로 등재했으며, 두 나라 모두 이과수 국립공원으로 지정해 보호하고 있다. 이구아수 폭포를 관광한 후 폭포 아래서 보트를 타며 즐기는...",nocutnews.co.kr,http://www.nocutnews.co.kr/news/4822278
아루샤 국립공원,Arusha National Park,탄자니아,아프리카,한국어,기타,2017-07-26,"아프리카, 위로와 희망을 노래하다",세렝게티 국립공원에서 게임드라이브 “모두를 잃어도 사랑은 후회 않는 것. 그래야 사랑했다 할 수... 탄자니아 제2의 도시 아루샤에서 차를 타고 마랑구 게이트(1850m)로 이동해 꿈에 그리던 킬리만자로에 두 발을...,health.chosun.com,http://health.chosun.com/site/data/html_dir/2017/07/25/2017072501720.html
이구아수 국립공원,Iguaçu National Park,브라질,남아메리카,한국어,탐방시설,2017-07-25,공무연수 탈 쓴 국외여행…의원님들 돈으로 가시죠,"의원들은 페루 마추픽추, 산악열차, 이구아수 국립공원, 코르도바주 예수상, 미국 국회의사당·백악관 등 유명한 곳을 돌아보고 왔다. 공식 일정은 페루 쿠스코시청사와 리마시의회, 브라질 리우데자네이루 시의회를...",hani.co.kr,http://www.hani.co.kr/arti/society/area/804292.html
바트나이외쿠틀 국립공원,Vatnajökull National Park,아이슬란드,유럽,영어,기타,2017-07-25,"Jökulsárlón glacial lagoon declared a protected site, added to Vatnajökull National Park",,Icelandmag,https://news.google.com/rss/articles/CBMitAFBVV95cUxQLWpWd3JmcjJiLVNWbzNmM0RyRE5odFlKalNDQi1Sc1I0cmM0N0N5ejhrOThZeElZVHBrSFJyaHhBQk02OVo4b19LTWpEN2ZiMTY1ZUdUM0s3cWRBUXpaNkFqeU5XMWxGSWRadXlvZGJPMEQxWDJEd0RRcVVqdTQweW1xbW80XzNORlFLeGQ2SThMTlpubU94djV1bkhWNmxGbGdRaVJGNkhOcFREQUlwYXpwelM?oc=5
비룽가 국립공원,Virunga National Park,콩고 민주 공화국,아프리카,한국어,자원보전,2017-07-24,"(2)고릴라 대변하다 살해된 그녀, 야생동물 밀렵 심각성 일깨우다[최명...",18년째 볼캉 국립공원이 위치한 비룽가 화산 지역에서 고릴라를 연구하고 있었다. 경찰은 지역 밀렵꾼 한 사람을 살인 혐의로 즉각 체포했다. 포시의 시신은 고릴라 캠프 내의 고릴라 묘지에 묻혔다. 그가 가장 사랑한...,khan.co.kr,https://www.khan.co.kr/article/201707242204005
아치스 국립공원,Arches National Park,미국,북아메리카,한국어,탐방시설,2017-07-24,[신비속으로] 미 서부서 트레킹? 시원한 호주일주?…어디든지 죽기 전에...,"그랜드, 브라이스, 자이언, 엔텔로프, 레드록 캐니언과 그랜드, 아치스, 캐니언랜즈, 캐피톨, 리프, 브라이스, 자이언 국립공원에서 하루 4~5시간씩 12일간 트레킹한다. 싱가포르항공 이용. 10월 4일 단 1회 출발. 요금은...",news.mk.co.kr,http://news.mk.co.kr/newsRead.php?year=2017&no=494564
이과수 국립공원,Iguazú National Park,아르헨티나,남아메리카,한국어,탐방시설,2017-07-20,'남미여행' 이젠 어렵지 않아요,(사진=작은별여행 제공)◇ 이구아수 폭포(이과수 폭포) 남미 여행의 핵심인 이구아수 폭포는 너비 4.5... 티주카 삼립 국립공원 내에 있는 코르코바도산의 정상에 세워져 있으며 리우데자네이루가 한눈에 내려다 보이는...,nocutnews.co.kr,http://www.nocutnews.co.kr/news/4818676
카카두 국립공원,Kakadu National Park,오스트레일리아,오세아니아,한국어,기타,2017-07-20,"""6만 5천 년 전"" 인류 최초 호주 정착","클락슨 부교수는 BBC와의 인터뷰에서 카카두(Kakadu)국립공원 근처의 마드제드베베(Madjedbebe)동굴의 조밀한 퇴적층 제일 아래에서 발견된 희귀한 인공물이 ""혁신적이고 역동적인 호주 원주민의 호주정착""을...",nocutnews.co.kr,http://www.nocutnews.co.kr/news/4818798
에토샤 국립공원,Etosha National Park,나미비아,아프리카,한국어,기타,2017-07-19,"[공감신문] 아름다운 자연을 그대로, 세계의 국립공원들","■ 아프리카, 에토샤 국립공원 에토샤 국립공원은 아프리카 나미비아 북서부에 위치한 국립공원이다. 국립공원 전체 면적의 약 23%를 차지하고 있는 에토샤 염전 호수의 이름을 따 에토샤 국립공원이라고 부른다. '꽃보다...",gokorea.kr,http://www.gokorea.kr/news/articleView.html?idxno=24089
비아워비에자 국립공원,Białowieża National Park,폴란드,유럽,영어,자원보전,2017-07-19,Mothers vs. loggers: the destruction of Białowieża Forest splits Poland - news,,Mongabay,https://news.google.com/rss/articles/CBMipwFBVV95cUxNNC1rWU1CRllLN21SM0tpdEJDTkUxa0NGQnROM2hianAycjZGbFBaT1VjQ3RSRGd2UHVhT2Q2YldKUFJrMFh4ZnprWTNURUNVWU4wTWoyREhzdnJRalc1bnhXRWpLS1BjV0RGam12blM5NFUtdlJESTMzMXRYaUhIR2FaZHpQdnpGWXlmUEpMWVZ5N1lmTkZXaWVjMV9ER0oyZGhjMkZZUdIBrAFBVV95cUxNTDRZZUVlTG95MlBEcVEwNTljWThmbzFFNUZVXzAwUzMtbzhFNzIxMlQzUjBIdVcwTzgyeGJnbmp4TDdNb0ZTQllZZ1RDZnpDaUtELTZiMGJoajhNMmtoNFRYdVZHN3hlcWxNLXBNbU5OSS1vZW52U1RYVFllek9wUzlwRVdNdVpmR2p3TjBhcGl2STZiMTVQMDJfcUFTNGM1ei1jd1V1cVNoWkp3?oc=5
이구아수 국립공원,Iguaçu National Park,브라질,남아메리카,한국어,기타,2017-07-18,"[연재]빅토리아 폭포! 아니구요, 모시오아투냐! 맞습니다",(Canaima) 국립공원에 있는 앙헬(Angel)폭포로 979m를 자랑한다. 그 뒤로도 900m급 만해도 넷이나 되기 때문에 빅토리아폭포의 높이로는 순위표에 나오지도 않는다. 폭은 이구아수폭포가 셋 중 가장 넓다. 하지만 이구아수...,docdocdoc.co.kr,http://www.docdocdoc.co.kr/news/articleView.html?idxno=1044558
피오르드랜드 국립공원,Fiordland National Park,뉴질랜드,오세아니아,한국어,탐방시설,2017-07-18,아이들 방학 체험여행 뉴질랜드가 딱,[CBS 뉴질랜드 남섬 남서부 해안에 있는 피오르드랜드 국립공원에 있는 피오르드 밀퍼드 사운드.(사진=참좋은여행 제공)자녀들의 여름방학 시즌이 돌아왔다. 하루종일 앉아 공부하느라 답답했을 아이들을 위해 여행...,nocutnews.co.kr,http://www.nocutnews.co.kr/news/4817146
Ruaha National Park,Ruaha National Park,탄자니아,아프리카,영어,기타,2017-07-18,Farmers pushed off their land to save Tanzania's Great Ruaha River,,Reuters,https://news.google.com/rss/articles/CBMiugFBVV95cUxPZU9VYU1USW4zY3gyekYyWUxkNmlydXk2czJrZjNsaE0yWERZQ3JHNUZxdFVpNjZvb1RCMXBocndJMUJTcndtOVExN0Rrb0FrUjFZR0R0RkRCRm5GZ1VCZmZVbmV4NHgyQUZHT3dBTnRKWGExdlhteWNJcWNhckdUOWE5a0dOdGhadmEzS2s4dlItU3J2NFBsQjcyTTZSVEUxOXNuWGtzd3J4Vks4WU1zaERvTkJNSXZJbGc?oc=5
퍼눌룰루 국립공원,Purnululu National Park,오스트레일리아,오세아니아,한국어,기타,2017-07-17,"울룰루, 피너클스, 샤크베이… CNN이 꼽은 호주 10대 경관",벙글즈(Bungle Bungles) 퍼눌룰루 국립공원에 존재하는 벙글즈는 호주 북서쪽에 있으며 350만년 역사를 자랑한다. 최고 578m까지 솟은 응축된 사암으로 이루어져 있는 벙글즈는 국립공원 전역 곳곳에 위치하며 협곡과...,news.kmib.co.kr,http://news.kmib.co.kr/article/view.asp?arcid=0011617864&code=61131111&cp=nv
아치스 국립공원,Arches National Park,미국,북아메리카,한국어,탐방시설,2017-07-17,"[김현주의 나홀로 세계여행 - 유타] 나바호와 몰몬의 땅, 적갈색 대지를...","델리키트 아치아치스 국립공원 초입의 거대한 수직 노란 암벽이 먼저 반기고 뉴욕의 거대한 빌딩 군을 연상하게 하는 파크 애브뉴(Park Avenue), Courthouse, Towers 같은 명소들이 연이어 나타나더니 델리키트 아치(Delicate...",weekly.cnbnews.com,http://weekly.cnbnews.com/news/article.html?no=122724
초베 국립공원,Chobe National Park,보츠와나,아프리카,한국어,기타,2017-07-15,[연재]부시맨의 나라 보츠와나,"초베국립공원에서 만난 코끼리(김일환님 제공) 이 지역에 사람이 살기 시작한 것은 10만년 전으로 알려졌다. 이 지역의 선주민은 부시맨으로 알려진 산(San)족과 같은 코이산어를 사용하는 코이족이었는데, 17세기 무렵...",docdocdoc.co.kr,http://www.docdocdoc.co.kr/news/articleView.html?idxno=1044445
초베 국립공원,Chobe National Park,보츠와나,아프리카,한국어,탐방시설,2017-07-15,[가만한 당신] '아프리카의 예외' 보츠와나 민주주의의 설계자,(voanews.com ) '숨겨진 보석'이라 불리는 보츠와나 초베(Chobe)국립공원. 다이아몬드와 함께 보츠와나 경제의 성장 동력으로 꼽힌다. 보츠와나의 여러 자연국립공원은 뉴욕타임즈와 세계여행가이드북 '론리 플레닛'이...,hankookilbo.com,http://www.hankookilbo.com/v/5aff432777f94b49940dfb1558784fa8
아치스 국립공원,Arches National Park,미국,북아메리카,한국어,탐방시설,2017-07-14,[세상사는 이야기] 우리답지 않은 것 해보기,"브라이스 캐니언에서는 해발 9115피트(약 2778m)까지 차로 올라가 경치를 봤고, 아치스 국립공원에 있는 델리케이트 아치에도 아내의 인도로 걸어 올라갔다. 보고 있으면 마음이 벅차다고 아내가 몇 번이나 말했다. 신혼 여행...",news.mk.co.kr,http://news.mk.co.kr/newsRead.php?year=2017&no=474036
카지랑가 국립공원,Kaziranga National Park,인도,아시아,한국어,자원보전,2017-07-14,인도 동북부 몬순 물난리…85명 사망·200만명 이재민,아삼 주 삼림 당국은 카지랑가 국립공원에 사는 멸종위기종인 외뿔 코뿔소 세 마리 등 야생동물 수십 마리도 홍수로 죽었다고 전했다. 아삼 주 인근 아루나찰프라데시 주에서도 산사태에 매몰된 일가족 14명을 포함...,asiae.co.kr,http://www.asiae.co.kr/news/view.htm?idxno=2017071419193143491
